lag,edge_count_mean,edge_count_std,edge_density_mean,edge_jaccard_mean,physical_recall_mean,dynamic_precision_mean,mean_edge_weight_mean,max_edge_weight_mean,auc_proxy_mean_score,edge_share_pct
1,211.58064516129036,30.228934346220203,0.0008480186178809,0.1696909288788755,0.2018052678307191,0.5123395158228145,0.1939072188350462,0.9180381749906849,0.792954538963694,37.59601054683022
2,270.0483870967742,39.870868374000594,0.0010823582649169,0.1885163591534537,0.2379994081089079,0.4717917304454798,0.1414884898451066,0.8998978080288056,0.8084747418521346,47.98521150980168
3,81.14516129032258,12.568300971802882,0.000325231107376,0.0698177566320163,0.0750517904705534,0.4955813504536269,0.0560574810951948,0.3706096220881708,0.7233451607536014,14.418777943368108
