position,best_deep_mode,best_deep_label,best_deep_MAE,best_deep_RMSE,best_deep_MAPE,best_traditional_mode,best_traditional_label,best_traditional_MAE,best_traditional_RMSE,best_traditional_MAPE,MAE_gain_pct,RMSE_gain_pct,MAPE_gain_pct
H=12 / step=12,E_traffic_time_causal,E 时间-动态图 | CausalSTGCN,3.816081714630127,6.036329555511474,0.1501535445451736,A_traffic_only,ARIMA,4.06311559677124,6.376037120819092,0.1645525395870208,6.079912723561665,5.327879353123608,8.750393690662262
H=36 / step=12,H_time_query_causal,H query-动态图 | CausalSTGCN,3.682995796203613,5.672651386260986,0.1462775081396102,A_traffic_only,ARIMA,4.085697650909424,6.413652896881105,0.166083350777626,9.856379231002927,11.553501920574169,11.925242684039073
H=36 / step=36,H_time_query_causal,H query-动态图 | CausalSTGCN,4.013027048110962,6.16623592376709,0.1626752376556396,D_traffic_causal,HA,4.366766452789307,6.768595218658447,0.1809254884719848,8.100717281373985,8.899325124818834,10.087164042213516
