snapshot_count,snapshot_stride,graph_window,edge_jaccard,physical_recall,dynamic_precision,auc_proxy_mean_score,num_physical_edges,num_dynamic_edges
62,96,672,0.3872053872053872,0.6330275229357798,0.4992764109985528,0.8158063420694834,545.0,691.0
