mode,view_key,H_trained,report_step,model,use_dyn,MAE_mean,MAE_std,RMSE_mean,RMSE_std,MAPE_mean,MAPE_std,keep_mean
B_traffic_time,traffic_time,36,36,STGCN,False,4.178519630432129,0.10431560268075221,6.421939945220947,0.169886959099779,0.16955789029598237,0.005638264438992221,100.0
C_traffic_time_query,traffic_time_weather_query,12,12,ARIMA,False,4.06311559677124,0.0,6.376037120819092,0.0,0.16455253958702087,0.0,100.0
C_traffic_time_query,traffic_time_weather_query,12,12,CausalSTGCN,True,3.836045265197754,0.04987019404466515,6.00377893447876,0.1294089022884899,0.15267786383628845,0.0025866965705458145,100.0
C_traffic_time_query,traffic_time_weather_query,12,12,DCRNN,False,3.9027753829956056,0.012492472704852172,6.045798015594483,0.03376050791989484,0.16024954319000245,0.0009081585776625192,100.0
C_traffic_time_query,traffic_time_weather_query,12,12,HA,False,4.389371395111084,0.0,6.7794318199157715,0.0,0.17981813848018646,0.0,100.0
C_traffic_time_query,traffic_time_weather_query,12,12,LastValue,False,4.8844895362854,0.0,7.872481346130371,0.0,0.18883347511291504,0.0,100.0
C_traffic_time_query,traffic_time_weather_query,36,12,ARIMA,False,4.085697650909424,0.0,6.4136528968811035,0.0,0.16608335077762604,0.0,100.0
C_traffic_time_query,traffic_time_weather_query,36,12,CausalSTGCN,True,3.7206552505493162,0.050738358260553444,5.715810775756836,0.058171556469449666,0.14799474477767943,0.002125414013419947,100.0
C_traffic_time_query,traffic_time_weather_query,36,12,DCRNN,False,3.9028584003448485,0.008424445926281728,6.03212251663208,0.01654574643354562,0.16306767165660857,0.0008682610662073925,100.0
C_traffic_time_query,traffic_time_weather_query,36,12,HA,False,4.420600891113281,0.0,6.825934410095215,0.0,0.18181109428405762,0.0,100.0
C_traffic_time_query,traffic_time_weather_query,36,12,LastValue,False,4.908753871917725,0.0,7.917966842651367,0.0,0.1903935670852661,0.0,100.0
