lag,edge_count_mean,edge_count_std,edge_density_mean,edge_jaccard_mean,physical_recall_mean,dynamic_precision_mean,mean_edge_weight_mean,max_edge_weight_mean,auc_proxy_mean_score,edge_share_pct
1,211.58064516129033,30.228934346220203,0.0008480186178809232,0.16969092887887557,0.20180526783071914,0.5123395158228145,0.19390721883504622,0.9180381749906847,0.792954538963694,37.59601054683022
2,270.0483870967742,39.870868374000594,0.0010823582649169305,0.18851635915345377,0.23799940810890796,0.4717917304454798,0.14148848984510667,0.8998978080288056,0.8084747418521346,47.98521150980168
3,81.14516129032258,12.568300971802882,0.0003252311073760424,0.06981775663201632,0.07505179047055341,0.4955813504536269,0.05605748109519482,0.37060962208817083,0.7233451607536014,14.418777943368108
