scenario,model,step,mean_signed_delta,mean_abs_delta,treated_signed_delta,treated_abs_delta,untreated_signed_delta,untreated_abs_delta
query_shock,static,23,5.46578157809563e-05,5.46578157809563e-05,0.003416113555431366,0.003416113555431366,0.0,0.0
query_shock,static,24,0.0003116726875305176,0.0003116726875305176,0.01947954297065735,0.01947954297065735,0.0,0.0
query_shock,static,25,0.0002417764626443386,0.0002417764626443386,0.015111029148101807,0.015111029148101807,0.0,0.0
query_shock,static,26,6.259929796215147e-05,6.259929796215147e-05,0.0039124563336372375,0.0039124563336372375,0.0,0.0
query_shock,static,27,3.222781379008666e-05,3.222781379008666e-05,0.0020142383873462677,0.0020142383873462677,0.0,0.0
query_shock,static,28,-3.76024836441502e-05,3.76024836441502e-05,-0.0023501552641391754,0.0023501552641391754,0.0,0.0
query_shock,static,29,0.00021695058967452496,0.00021695058967452496,0.013559412211179733,0.013559412211179733,0.0,0.0
query_shock,static,30,-1.818114469642751e-05,1.8192351490142755e-05,-0.0011363215744495392,0.00113702192902565,0.0,0.0
query_shock,static,31,0.00022713816724717617,0.00022713816724717617,0.014196135103702545,0.014196135103702545,0.0,0.0
query_shock,static,32,0.0003408042248338461,0.0003408042248338461,0.021300263702869415,0.021300263702869415,0.0,0.0
query_shock,static,33,0.00023688947840128094,0.00023688947840128094,0.014805592596530914,0.014805592596530914,0.0,0.0
query_shock,static,34,0.00025508427643217146,0.00025508427643217146,0.0159427672624588,0.0159427672624588,0.0,0.0
query_shock,static,35,0.00043712829938158393,0.00043712829938158393,0.02732051908969879,0.02732051908969879,0.0,0.0
query_shock,static,36,0.00035763991763815284,0.00035763991763815284,0.022352494299411774,0.022352494299411774,0.0,0.0
speed_reduction,dynamic,1,-0.04837193712592125,0.06132441759109497,-2.7342429161071777,2.760556221008301,-0.004699237644672394,0.01743447035551071
speed_reduction,dynamic,2,-0.04393318295478821,0.05740290880203247,-2.5505433082580566,2.586793899536133,-0.0031752961222082376,0.016274595633149147
speed_reduction,dynamic,3,-0.04087473824620247,0.05489376187324524,-2.4237890243530273,2.4685356616973877,-0.0021281626541167498,0.01564754918217659
speed_reduction,dynamic,4,-0.038458358496427536,0.05302678793668747,-2.321190357208252,2.3751168251037598,-0.001340758753940463,0.015269218944013119
speed_reduction,dynamic,5,-0.03626490384340286,0.051406487822532654,-2.2256126403808594,2.2889552116394043,-0.0006657499470748007,0.015023586340248585
speed_reduction,dynamic,6,-0.03418109193444252,0.05010901764035225,-2.131796360015869,2.2101259231567383,-7.352929242188111e-05,0.014986786060035229
speed_reduction,dynamic,7,-0.032336875796318054,0.04907779023051262,-2.0461349487304688,2.13950514793396,0.00040781302959658206,0.015087096951901913
speed_reduction,dynamic,8,-0.030782561749219894,0.04846426099538803,-1.9712988138198853,2.0832903385162354,0.000770550046581775,0.015377658419311047
speed_reduction,dynamic,9,-0.02947307378053665,0.04808119684457779,-1.9041469097137451,2.0361852645874023,0.001009428407996893,0.015754304826259613
speed_reduction,dynamic,10,-0.028453266248106956,0.047820959240198135,-1.8474701642990112,1.9956424236297607,0.0011242430191487074,0.016149066388607025
speed_reduction,dynamic,11,-0.027744263410568237,0.047737229615449905,-1.802370309829712,1.9656387567520142,0.0011114447843283415,0.01655183918774128
speed_reduction,dynamic,12,-0.02709280326962471,0.04772834852337837,-1.759458303451538,1.9370187520980835,0.001075743231922388,0.017008179798722267
speed_reduction,dynamic,13,-0.026230277493596077,0.047562602907419205,-1.7088074684143066,1.9008687734603882,0.0011286995140835643,0.01742754504084587
speed_reduction,dynamic,14,-0.025386329740285873,0.04742990806698799,-1.6575944423675537,1.8658759593963623,0.0011536389356479049,0.017861682921648026
speed_reduction,dynamic,15,-0.024475105106830597,0.04750806465744972,-1.6061418056488037,1.836115837097168,0.0012430550996214151,0.01842501573264599
speed_reduction,dynamic,16,-0.023638101294636726,0.047599900513887405,-1.5585073232650757,1.810293436050415,0.0013191234320402145,0.01893821358680725
speed_reduction,dynamic,17,-0.02238479070365429,0.04746336117386818,-1.4871450662612915,1.770909309387207,0.0014324486255645752,0.01943984627723694
speed_reduction,dynamic,18,-0.02120858244597912,0.047750379890203476,-1.4230971336364746,1.747460126876831,0.0015863534063100815,0.020112821832299232
speed_reduction,dynamic,19,-0.0202241949737072,0.04799439758062363,-1.366300344467163,1.7283241748809814,0.0016632212791591883,0.020671959966421127
speed_reduction,dynamic,20,-0.019368018954992294,0.0483618825674057,-1.315502405166626,1.7157334089279175,0.001707338378764689,0.021250151097774506
speed_reduction,dynamic,21,-0.01858103647828102,0.04846598207950592,-1.265639066696167,1.6965183019638062,0.0016963297966867685,0.02166838012635708
speed_reduction,dynamic,22,-0.017998289316892624,0.04880765452980995,-1.2274136543273926,1.6890426874160767,0.0016670019831508398,0.022137165069580078
speed_reduction,dynamic,23,-0.017461033537983894,0.04891453683376312,-1.1889886856079102,1.6754076480865479,0.0015881967265158892,0.022467492148280144
speed_reduction,dynamic,24,-0.017220325767993927,0.04908706620335579,-1.1659631729125977,1.668188452720642,0.0014584210002794862,0.022760216146707535
speed_reduction,dynamic,25,-0.017199046909809113,0.049553487449884415,-1.1531246900558472,1.671961784362793,0.0012712907046079636,0.02317286655306816
speed_reduction,dynamic,26,-0.01701047457754612,0.04982878640294075,-1.1309213638305664,1.6685621738433838,0.001101897214539349,0.023507913574576378
speed_reduction,dynamic,27,-0.01678033359348774,0.050126656889915466,-1.1074848175048828,1.6653801202774048,0.0009546965593472123,0.02386237308382988
speed_reduction,dynamic,28,-0.01678275130689144,0.05050547048449516,-1.0965588092803955,1.6696252822875977,0.0007745831389911473,0.024178316816687584
speed_reduction,dynamic,29,-0.01671202853322029,0.050788313150405884,-1.0835587978363037,1.6742298603057861,0.0006350718904286623,0.02439088746905327
speed_reduction,dynamic,30,-0.016521062701940536,0.05109022185206413,-1.0642518997192383,1.6776838302612305,0.0005152097437530756,0.024641549214720726
speed_reduction,dynamic,31,-0.0164344422519207,0.05164943262934685,-1.0494747161865234,1.689037561416626,0.00036296105827204883,0.02502523548901081
speed_reduction,dynamic,32,-0.016455376520752907,0.05214977264404297,-1.041214108467102,1.7017483711242676,0.00020736994338221848,0.025327034294605255
speed_reduction,dynamic,33,-0.016358349472284317,0.052225127816200256,-1.02654230594635,1.7010661363601685,6.740682874806225e-05,0.025414709001779556
speed_reduction,dynamic,34,-0.016402294859290123,0.05232452228665352,-1.019689679145813,1.7045269012451172,-8.86781417648308e-05,0.025459447875618935
speed_reduction,dynamic,35,-0.016809998080134392,0.05261456221342087,-1.0330703258514404,1.7188081741333008,-0.00028543901862576604,0.025521984323859215
speed_reduction,dynamic,36,-0.017125453799962997,0.052869465202093124,-1.0424091815948486,1.7315090894699097,-0.00045417548972181976,0.025574512779712677
speed_reduction,static,1,-0.05536710470914841,0.07115306705236435,-3.1399612426757812,3.15751314163208,-0.005211099982261658,0.020968347787857056
speed_reduction,static,2,-0.052015792578458786,0.06693123281002045,-2.95052433013916,2.9722325801849365,-0.004885569680482149,0.019690563902258873
speed_reduction,static,3,-0.049620114266872406,0.06403511017560959,-2.8142242431640625,2.840534210205078,-0.004667196422815323,0.01888878457248211
speed_reduction,static,4,-0.04771081358194351,0.061845190823078156,-2.7059412002563477,2.738037347793579,-0.004487556871026754,0.018329868093132973
speed_reduction,static,5,-0.045737940818071365,0.059839069843292236,-2.597660779953003,2.6396408081054688,-0.004243265837430954,0.01789107173681259
speed_reduction,static,6,-0.044031184166669846,0.058382462710142136,-2.5045971870422363,2.562645673751831,-0.004021984990686178,0.017662733793258667
speed_reduction,static,7,-0.04249873757362366,0.05727941170334816,-2.4230141639709473,2.5009384155273438,-0.0037911711260676384,0.01754511520266533
speed_reduction,static,8,-0.0410018227994442,0.05633087083697319,-2.3464438915252686,2.4436776638031006,-0.0035149594768881798,0.01751222461462021
speed_reduction,static,9,-0.03981839120388031,0.05575735867023468,-2.288449287414551,2.4028451442718506,-0.0032552878838032484,0.017593327909708023
speed_reduction,static,10,-0.0389697328209877,0.05544549599289894,-2.248661756515503,2.376009225845337,-0.0030397840309888124,0.017712749540805817
speed_reduction,static,11,-0.03847924619913101,0.05559089034795761,-2.230013847351074,2.367748737335205,-0.0028445369098335505,0.017994828522205353
speed_reduction,static,12,-0.03759976103901863,0.05549146607518196,-2.189802885055542,2.3414306640625,-0.002604590030387044,0.018321722745895386
speed_reduction,static,13,-0.03681449219584465,0.05559462681412697,-2.1577658653259277,2.322498083114624,-0.0023274787236005068,0.018734412267804146
speed_reduction,static,14,-0.03580012544989586,0.05542368441820145,-2.110623359680176,2.290588617324829,-0.0020631614606827497,0.01907953806221485
speed_reduction,static,15,-0.034537337720394135,0.055220164358615875,-2.0509250164031982,2.2505099773406982,-0.0017505442956462502,0.01952439360320568
speed_reduction,static,16,-0.03353971615433693,0.05542667210102081,-2.0065534114837646,2.228045701980591,-0.0014581920113414526,0.020099535584449768
speed_reduction,static,17,-0.032469701021909714,0.05562260001897812,-1.9559874534606934,2.205728530883789,-0.0011929909233003855,0.020661531016230583
speed_reduction,static,18,-0.031224481761455536,0.05559361353516579,-1.8940157890319824,2.1742467880249023,-0.0009351928601972759,0.021143965423107147
speed_reduction,static,19,-0.030198225751519203,0.05583633854985237,-1.8445656299591064,2.155027389526367,-0.0006963153136894107,0.021703150123357773
speed_reduction,static,20,-0.029144516214728355,0.055894166231155396,-1.790562629699707,2.1289119720458984,-0.0005035701906308532,0.022186558693647385
speed_reduction,static,21,-0.028286034241318703,0.055857252329587936,-1.7463054656982422,2.1039628982543945,-0.00035076134372502565,0.022554723545908928
speed_reduction,static,22,-0.027748290449380875,0.05592523142695427,-1.7182941436767578,2.0889458656311035,-0.0002597396669443697,0.02286798320710659
speed_reduction,static,23,-0.02712172269821167,0.05592852458357811,-1.6810176372528076,2.068286180496216,-0.00022910867119207978,0.02320726029574871
speed_reduction,static,24,-0.026903124526143074,0.05611114576458931,-1.6630091667175293,2.0603389739990234,-0.000299775943858549,0.02352207712829113
speed_reduction,static,25,-0.02671417035162449,0.05639376491308212,-1.6453431844711304,2.0562403202056885,-0.00039499843842349946,0.02387593872845173
speed_reduction,static,26,-0.02649495005607605,0.0564456507563591,-1.6221307516098022,2.046009063720703,-0.0005496536614373326,0.024095024913549423
speed_reduction,static,27,-0.026359084993600845,0.05652659758925438,-1.601407527923584,2.037219285964966,-0.0007485397509299219,0.02432020753622055
speed_reduction,static,28,-0.026135016232728958,0.05664346367120743,-1.575908899307251,2.0278470516204834,-0.0009354390786029398,0.02459137700498104
speed_reduction,static,29,-0.025788353756070137,0.05659852549433708,-1.542306900024414,2.0121283531188965,-0.0011295152362436056,0.02480129338800907
speed_reduction,static,30,-0.025485694408416748,0.056564487516880035,-1.5111689567565918,1.9992924928665161,-0.0013282408472150564,0.024975409731268883
speed_reduction,static,31,-0.02565440721809864,0.0569189079105854,-1.5049505233764648,2.0072548389434814,-0.0016008141683414578,0.025206133723258972
speed_reduction,static,32,-0.02603175677359104,0.057266946882009506,-1.5116180181503296,2.019319534301758,-0.0018758827354758978,0.025363653898239136
speed_reduction,static,33,-0.026352275162935257,0.05755675956606865,-1.517371654510498,2.0298595428466797,-0.0021080579608678818,0.025486791506409645
speed_reduction,static,34,-0.026532642543315887,0.05774592608213425,-1.5164204835891724,2.034541130065918,-0.00230682292021811,0.0256029162555933
speed_reduction,static,35,-0.026675377041101456,0.0576169528067112,-1.5130611658096313,2.0290369987487793,-0.002506503602489829,0.025561336427927017
speed_reduction,static,36,-0.02712935209274292,0.05760014429688454,-1.5261436700820923,2.032449245452881,-0.0027551345992833376,0.025488775223493576
