mode,view_key,H_trained,report_step,lambda,model,best_val_loss,use_dyn,MAE,RMSE,MAPE,keep%,seed
A_traffic_only,traffic_only,36,12,0.0,STGCN,0.35283157229423523,False,4.421070098876953,6.890883922576904,0.17614300549030304,100.0,21
A_traffic_only,traffic_only,36,36,0.0,STGCN,0.35283157229423523,False,5.077898025512695,7.920445919036865,0.2053404003381729,100.0,21
A_traffic_only,traffic_only,36,12,0.0,DCRNN,0.39171406295564437,False,4.736959457397461,7.195201396942139,0.191065713763237,100.0,21
A_traffic_only,traffic_only,36,36,0.0,DCRNN,0.39171406295564437,False,5.90446138381958,8.76197338104248,0.23079290986061096,100.0,21
A_traffic_only,traffic_only,36,12,0.0,HA,,False,4.420600891113281,6.825934410095215,0.18181109428405762,100.0,21
A_traffic_only,traffic_only,36,36,0.0,HA,,False,4.366766452789307,6.768595218658447,0.18092548847198486,100.0,21
A_traffic_only,traffic_only,36,12,0.0,ARIMA,,False,4.085697650909424,6.4136528968811035,0.16608335077762604,100.0,21
A_traffic_only,traffic_only,36,36,0.0,ARIMA,,False,4.513814449310303,7.000955104827881,0.1857883632183075,100.0,21
A_traffic_only,traffic_only,36,12,0.0,LastValue,,False,4.908753871917725,7.917966842651367,0.1903935670852661,100.0,21
A_traffic_only,traffic_only,36,36,0.0,LastValue,,False,6.927804946899414,10.531035423278809,0.26274025440216064,100.0,21
