mode,view_key,H_trained,report_step,lambda,model,best_val_loss,use_dyn,MAE,RMSE,MAPE,keep%,seed
G_time_query_static,traffic_time_query,36,12,0.0,STGCN,0.30141697658432853,False,3.8266875743865967,5.9286322593688965,0.15207244455814362,100.0,63
G_time_query_static,traffic_time_query,36,36,0.0,STGCN,0.30141697658432853,False,4.362751483917236,6.777992248535156,0.18010927736759186,100.0,63
G_time_query_static,traffic_time_query,36,12,0.0,DCRNN,0.3073965079254574,False,3.8932058811187744,6.0650835037231445,0.16438297927379608,100.0,63
G_time_query_static,traffic_time_query,36,36,0.0,DCRNN,0.3073965079254574,False,4.4578046798706055,6.9228668212890625,0.1892823725938797,100.0,63
G_time_query_static,traffic_time_query,36,12,0.0,HA,,False,4.420600891113281,6.825934410095215,0.18181109428405762,100.0,63
G_time_query_static,traffic_time_query,36,36,0.0,HA,,False,4.366766452789307,6.768595218658447,0.18092548847198486,100.0,63
G_time_query_static,traffic_time_query,36,12,0.0,ARIMA,,False,4.085697650909424,6.4136528968811035,0.16608335077762604,100.0,63
G_time_query_static,traffic_time_query,36,36,0.0,ARIMA,,False,4.513814449310303,7.000955104827881,0.1857883632183075,100.0,63
G_time_query_static,traffic_time_query,36,12,0.0,LastValue,,False,4.908753871917725,7.917966842651367,0.1903935670852661,100.0,63
G_time_query_static,traffic_time_query,36,36,0.0,LastValue,,False,6.927804946899414,10.531035423278809,0.26274025440216064,100.0,63
