mode,view_key,H_trained,report_step,lambda,model,best_val_loss,use_dyn,MAE,RMSE,MAPE,keep%,seed
E_traffic_time_causal,traffic_time,36,12,0.5,CausalSTGCN,0.2823030898968379,True,3.6899242401123047,5.677953243255615,0.14405471086502075,100.0,42
E_traffic_time_causal,traffic_time,36,36,0.5,CausalSTGCN,0.2823030898968379,True,4.084028244018555,6.347137451171875,0.1644345223903656,100.0,42
E_traffic_time_causal,traffic_time,36,12,0.0,DCRNN,0.3078961869080861,False,3.8837239742279053,6.03501033782959,0.1622607558965683,100.0,42
E_traffic_time_causal,traffic_time,36,36,0.0,DCRNN,0.3078961869080861,False,4.460882663726807,6.966360092163086,0.18777646124362946,100.0,42
E_traffic_time_causal,traffic_time,36,12,0.0,HA,,False,4.420600891113281,6.825934410095215,0.18181109428405762,100.0,42
E_traffic_time_causal,traffic_time,36,36,0.0,HA,,False,4.366766452789307,6.768595218658447,0.18092548847198486,100.0,42
E_traffic_time_causal,traffic_time,36,12,0.0,ARIMA,,False,4.085697650909424,6.4136528968811035,0.16608335077762604,100.0,42
E_traffic_time_causal,traffic_time,36,36,0.0,ARIMA,,False,4.513814449310303,7.000955104827881,0.1857883632183075,100.0,42
E_traffic_time_causal,traffic_time,36,12,0.0,LastValue,,False,4.908753871917725,7.917966842651367,0.1903935670852661,100.0,42
E_traffic_time_causal,traffic_time,36,36,0.0,LastValue,,False,6.927804946899414,10.531035423278809,0.26274025440216064,100.0,42
