mode,view_key,H_trained,report_step,lambda,model,best_val_loss,use_dyn,MAE,RMSE,MAPE,keep%,seed
I_time_weather_static,traffic_time_weather,36,12,0.0,STGCN,0.2981616026825375,False,3.858003616333008,5.915196895599365,0.15226051211357117,100.0,21
I_time_weather_static,traffic_time_weather,36,36,0.0,STGCN,0.2981616026825375,False,4.222390174865723,6.533401012420654,0.17438706755638123,100.0,21
I_time_weather_static,traffic_time_weather,36,12,0.0,DCRNN,0.308309664328893,False,3.878403663635254,6.0125346183776855,0.16140355169773102,100.0,21
I_time_weather_static,traffic_time_weather,36,36,0.0,DCRNN,0.308309664328893,False,4.487689971923828,6.999026775360107,0.18824779987335205,100.0,21
I_time_weather_static,traffic_time_weather,36,12,0.0,HA,,False,4.420600891113281,6.825934410095215,0.18181109428405762,100.0,21
I_time_weather_static,traffic_time_weather,36,36,0.0,HA,,False,4.366766452789307,6.768595218658447,0.18092548847198486,100.0,21
I_time_weather_static,traffic_time_weather,36,12,0.0,ARIMA,,False,4.085697650909424,6.4136528968811035,0.16608335077762604,100.0,21
I_time_weather_static,traffic_time_weather,36,36,0.0,ARIMA,,False,4.513814449310303,7.000955104827881,0.1857883632183075,100.0,21
I_time_weather_static,traffic_time_weather,36,12,0.0,LastValue,,False,4.908753871917725,7.917966842651367,0.1903935670852661,100.0,21
I_time_weather_static,traffic_time_weather,36,36,0.0,LastValue,,False,6.927804946899414,10.531035423278809,0.26274025440216064,100.0,21
