mode,view_key,H_trained,report_step,lambda,model,best_val_loss,use_dyn,MAE,RMSE,MAPE,keep%,seed
I_time_weather_static,traffic_time_weather,36,12,0.0,STGCN,0.2951277792453766,False,3.745176076889038,5.893364906311035,0.14946453273296356,100.0,84
I_time_weather_static,traffic_time_weather,36,36,0.0,STGCN,0.2951277792453766,False,4.229374885559082,6.540293216705322,0.1726851761341095,100.0,84
I_time_weather_static,traffic_time_weather,36,12,0.0,DCRNN,0.30946700440512764,False,3.9080214500427246,6.073655128479004,0.1643989086151123,100.0,84
I_time_weather_static,traffic_time_weather,36,36,0.0,DCRNN,0.30946700440512764,False,4.493715286254883,7.0086212158203125,0.18982109427452087,100.0,84
I_time_weather_static,traffic_time_weather,36,12,0.0,HA,,False,4.420600891113281,6.825934410095215,0.18181109428405762,100.0,84
I_time_weather_static,traffic_time_weather,36,36,0.0,HA,,False,4.366766452789307,6.768595218658447,0.18092548847198486,100.0,84
I_time_weather_static,traffic_time_weather,36,12,0.0,ARIMA,,False,4.085697650909424,6.4136528968811035,0.16608335077762604,100.0,84
I_time_weather_static,traffic_time_weather,36,36,0.0,ARIMA,,False,4.513814449310303,7.000955104827881,0.1857883632183075,100.0,84
I_time_weather_static,traffic_time_weather,36,12,0.0,LastValue,,False,4.908753871917725,7.917966842651367,0.1903935670852661,100.0,84
I_time_weather_static,traffic_time_weather,36,36,0.0,LastValue,,False,6.927804946899414,10.531035423278809,0.26274025440216064,100.0,84
