mode,view_key,H_trained,report_step,lambda,model,best_val_loss,use_dyn,MAE,RMSE,MAPE,keep%,seed
C_traffic_time_query,traffic_time_weather_query,36,12,0.3,CausalSTGCN,0.28382735782199436,True,3.646627902984619,5.637282848358154,0.14525006711483002,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,36,0.3,CausalSTGCN,0.28382735782199436,True,4.039319038391113,6.331913948059082,0.1642875373363495,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,12,0.0,DCRNN,0.3084687325689528,False,3.8998875617980957,6.027843475341797,0.16260690987110138,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,36,0.0,DCRNN,0.3084687325689528,False,4.469417095184326,6.9435505867004395,0.18896766006946564,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,12,0.0,HA,,False,4.420600891113281,6.825934410095215,0.18181109428405762,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,36,0.0,HA,,False,4.366766452789307,6.768595218658447,0.18092548847198486,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,12,0.0,ARIMA,,False,4.085697650909424,6.4136528968811035,0.16608335077762604,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,36,0.0,ARIMA,,False,4.513814449310303,7.000955104827881,0.1857883632183075,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,12,0.0,LastValue,,False,4.908753871917725,7.917966842651367,0.1903935670852661,100.0,42
C_traffic_time_query,traffic_time_weather_query,36,36,0.0,LastValue,,False,6.927804946899414,10.531035423278809,0.26274025440216064,100.0,42
