mode,view_key,H_trained,report_step,lambda,model,best_val_loss,use_dyn,MAE,RMSE,MAPE,keep%,seed
H_time_query_causal,traffic_time_query,36,12,0.3,CausalSTGCN,0.28306368158923256,True,3.636647939682007,5.619300842285156,0.1449321061372757,100.0,21
H_time_query_causal,traffic_time_query,36,36,0.3,CausalSTGCN,0.28306368158923256,True,4.043795108795166,6.1756768226623535,0.1646064817905426,100.0,21
H_time_query_causal,traffic_time_query,36,12,0.0,DCRNN,0.307652129067315,False,3.896056890487671,5.996099948883057,0.16150617599487305,100.0,21
H_time_query_causal,traffic_time_query,36,36,0.0,DCRNN,0.307652129067315,False,4.473712921142578,6.998909950256348,0.18930277228355408,100.0,21
H_time_query_causal,traffic_time_query,36,12,0.0,HA,,False,4.420600891113281,6.825934410095215,0.18181109428405762,100.0,21
H_time_query_causal,traffic_time_query,36,36,0.0,HA,,False,4.366766452789307,6.768595218658447,0.18092548847198486,100.0,21
H_time_query_causal,traffic_time_query,36,12,0.0,ARIMA,,False,4.085697650909424,6.4136528968811035,0.16608335077762604,100.0,21
H_time_query_causal,traffic_time_query,36,36,0.0,ARIMA,,False,4.513814449310303,7.000955104827881,0.1857883632183075,100.0,21
H_time_query_causal,traffic_time_query,36,12,0.0,LastValue,,False,4.908753871917725,7.917966842651367,0.1903935670852661,100.0,21
H_time_query_causal,traffic_time_query,36,36,0.0,LastValue,,False,6.927804946899414,10.531035423278809,0.26274025440216064,100.0,21
